CremonaReference,Discriminant,Point,Height,Provable
1922a1,124,(-13 : 31*s + 6 : 1),0.559565371135382831329555698,0

1922a2,-667,(13 : -194*s - 7 : 1),4.86551694420766269006653192,0

1922b1,-31,(s - 3 : -s + 17 : 1),0.469395919773069831479984847,1

1922b2,93,(s - 3 : -2*s + 17 : 1),0.156465306591023277159994949,0

1922c1,233,(13 : 116*s - 7 : 1),3.96186336484904869121950028,0

1922c2,NA,NA,E1,NA

1922d1,-155,(8 : 1/2*(31*s - 9) : 1),0.522741163726952621649737713,0

1922d2,-651,(-54 : 1/2*(-31*s + 53) : 1),0.862686975191518533157938582,0

1922d3,-244,(-19 : 1/2*(1015*s + 18) : 1),5.77602717228529354483814939,0

1922d4,124,(-23 : 1/2*(-155*s + 22) : 1),1.60437994629902858275503574,0

1922e1,1,(-3 : 9 : 1),0.116555230486164262617807942,0

1922e2,NA,NA,E1,NA
