CremonaReference,Discriminant,Point,Height,Provable
294a1,21,(6 : 1/2*(7*s - 7) : 1),0.165808629044642668980027386,0

294a2,-91,(-22 : 1/2*(-63*s + 21) : 1),0.658566952897968950434072519,0

294b1,-3,(-1 : 1/2*(-s + 1) : 1),0.165808629044642668980027386,1

294b2,28,(1/2*(3*s - 6) : 3*s - 9 : 1),0.106269197149487660739970165,0

294c1,-3,(-4*s - 2 : -24*s - 17 : 1),0.138307751467269627342852715,0

294c2,-35,(-10 : -42*s + 5 : 1),0.348773658589429867480828499,0

294c3,-888,(-58 : -57*s + 29 : 1),3.90417375459458589250578138,0

294c4,-35,(-3 : 1/2*(63*s + 3) : 1),0.697547317178859734961656997,0

294c5,77,(-3 : 1/2*(-441*s + 3) : 1),0.528808697273411148531421776,0

294c6,-308,(4 : 1/2*(63*s - 4) : 1),0.951058762053473204337932482,0

294d1,-3,(-2*s + 1 : 6*s - 4 : 1),0.0470535053945949882255363481,0

294d2,-3,(-3 : -42*s + 1 : 1),0.564642064735139858706436178,0

294e1,21,(-8 : -21*s + 4 : 1),0.423481548551354894029827133,0

294e2,21,(20 : -294*s - 10 : 1),0.564642064735139858706436178,0

294f1,-7,(-8 : -42*s + 4 : 1),0.134507872999761182998708070,0

294f2,-7,(6 : 189*s - 3 : 1),0.0672539364998805914993540346,0

294g1,21,(s + 4 : -4*s - 13 : 1),0.0336269682499402957496770172,0

294g2,1,(11 : 15 : 1),0.0672539364998805914993540344,0

