CremonaReference,Discriminant,Point,Height,Provable
288a1,-8,(1/2*(s - 2) : 1/2*(s + 4) : 1),0.125295598011794590927779996,1

288a2,1,(-2 : 4 : 1),0.250591196023589181855559992,0

288b1,-8,(1/2*(s + 2) : 1/2*(5*s - 4) : 1),0.310084836424835188150001736,0

288b2,-8,(-s - 11 : 2*s - 16 : 1),0.620169672849670376300003473,0

288b3,28,(s + 4 : 2*s - 20 : 1),0.569190344577255324856972807,0

288b4,-3,(-9*s + 2 : -27*s - 27 : 1),0.155042418212417594075000868,0

288c1,40,(1/2*(s + 6) : 1/2*(s + 16) : 1),0.371891903620894025861033883,0

288c2,-4,(-6 : 2*s : 1),0.620169672849670376300003472,0

288c3,13,(3*s - 2 : 9*s - 27 : 1),0.442208534647438865210932656,0

288c4,24,(1 : -3*s : 1),0.337900933603020833073453018,0

288d1,-8,(1/2*(s - 2) : 1/2*(s - 8) : 1),0.222156468709904809948546833,0

288d2,-8,(-5 : -s : 1),0.444312937419809619897093667,0

288d3,8,(5 : -s : 1),0.444312937419809619897093667,0

288d4,-8,(2*s + 2 : -4*s - 4 : 1),0.444312937419809619897093667,0

288e1,-3,(-9 : 18*s : 1),0.501182392047178363711119984,0

288e2,-3,(6 : -12*s : 1),0.250591196023589181855559992,0

