CremonaReference,Discriminant,Point,Height,Provable
738a1,-3,(-8 : -18*s + 4 : 1),0.135574520423302623611319589,0

738b1,21,(-18 : -192*s + 9 : 1),0.391669204554881875904974863,0

738b2,NA,NA,E1,NA

738c1,33,(1/2*(3*s + 9) : 1/2*(3*s + 27) : 1),0.453561940616875280268483704,0

738c2,33,(1/2*(-3*s + 21) : 3*s - 48 : 1),0.226780970308437640134241851,0

738c3,145,(-3*s : 1/2*(-33*s - 441) : 1),1.00276197854252985134797017,0

738c4,33,(3*s + 24 : 1/2*(-39*s - 447) : 1),0.453561940616875280268483704,0

738d1,21,(14 : 27*s - 7 : 1),0.182917839418786678914413449,0

738e1,1,(3 : 4 : 1),0.135574520423302623611319589,0

738f1,1,(-7 : 75 : 1),0.0339606273092581556648198486,0

738g1,-15,(-1 : -18*s : 1),0.191574092381033200593743823,0

738g2,-15,(-7 : -27*s + 3 : 1),0.383148184762066401187487646,0

738h1,NA,NA,E1,NA

738h2,969,(-27 : -1845*s + 13 : 1),2.90899529511260632666175833,0

738i1,-3,(0 : 1/2*(-3*s - 1) : 1),0.224706924918878082228795361,0

738i2,-3,(6 : 1/2*(-3*s - 7) : 1),0.449413849837756164457590720,0

738j1,-4,(-9 : 1/2*(27*s + 8) : 1),0.349259173995312363415351557,0

738j2,-4,(-9/2*s : 40 : 1),0.116419724665104121138450519,0

