CremonaReference,Discriminant,Point,Height,Provable
891a1,1,(2 : -7 : 1),0.317454091705862506391261983,0

891b1,-24,(-5/2 : 1/8*(-11*s - 4) : 1),0.362193352402735001565402972,0

891b2,-264,(-27/2 : 1/8*(9*s - 4) : 1),0.443218077880175289218071797,0

891c1,-3,(-5 : 1/2*(-33*s + 5) : 1),0.317454091705862506391261983,0

891d1,21,(7 : 1/2*(-9*s - 7) : 1),0.396480198681944986159075439,0

891d2,-43,(-3 : 1/2*(121*s + 3) : 1),1.02310433108742474169644809,0

891e1,-15,(0 : 1/2*(9*s - 1) : 1),0.401510133784418748381769965,0

891f1,88,(9/2 : 1/8*(3*s - 4) : 1),0.443218077880175289218071797,0

891f2,17,(2 : 1/2*(11*s - 1) : 1),0.920050595038760250401938466,0

891g1,-7,(-2 : 1/2*(-3*s + 1) : 1),0.396480198681944986159075439,0

891g2,41,(16 : 1/2*(33*s - 17) : 1),0.734798727251335465467007217,0

891h1,5,(0 : 1/2*(3*s - 1) : 1),0.401510133784418748381769965,1

