CremonaReference,Discriminant,Point,Height,Provable
1110a1,-20,(1/2*(s - 2) : -2 : 1),0.329658270648036542595974673,0

1110b1,1,(-1 : -2 : 1),0.215295008866246237353499653,0

1110c1,-187,(-40 : 1728*s + 20 : 1),0.905478645483391675818559390,0

1110c2,-731,(24 : 7520*s - 12 : 1),4.36466252166421584720787421,0

1110c3,NA,NA,E1,NA

1110c4,NA,NA,E1,NA

1110d1,-4,(-2 : -15*s + 1 : 1),0.0845719007488429548387804506,0

1110e1,5,(-5 : -111*s + 2 : 1),0.0845071610764269471234499794,0

1110f1,5,(13 : 2475*s - 7 : 1),1.97641767087785713057197973,0

1110f2,33,(-4 : 1/2*(-2025*s + 3) : 1),1.21833960944819522743889925,0

1110f3,-632,(-9 : 135*s + 4 : 1),1.87574854287229065810389359,0

1110f4,493,(53 : 375*s - 27 : 1),1.09979276724836299762461972,0

1110g1,-3,(-5*s + 8 : -25*s + 18 : 1),0.0644409518693145264256092216,0

1110g2,-3,(11 : 320*s - 6 : 1),0.193322855607943579276827664,0

1110h1,21,(-2*s + 1 : -4*s - 46 : 1),0.527451359455129871833582216,0

1110h2,28,(6*s + 11 : 45*s - 252 : 1),0.680998868992618772790612854,0

1110h3,-115,(-37 : 37*s + 18 : 1),1.25776353803037716385002312,0

1110h4,-67,(-9 : 37*s + 4 : 1),1.00662258281794694549322373,0

1110i1,-7,(1 : 60*s - 1 : 1),0.115486711586686263214279499,0

1110i2,-55,(-9 : 135*s + 4 : 1),0.645317684643254121078504202,0

1110j1,1,(17 : 51 : 1),0.0299975493110211432567568938,0

1110k1,17,(-9 : 48*s + 4 : 1),0.489229594043018860797248287,0

1110k2,41,(6*s + 41 : -90*s + 486 : 1),0.267668759264402866855829667,0

1110k3,-7,(19 : 222*s - 10 : 1),0.530467381124759662001949106,0

1110k4,561,(-7 : 375*s + 3 : 1),1.61937034059584798519036578,0

1110k5,-235,(-18 : 1/2*(999*s + 17) : 1),1.06910993538155640524054552,0

1110k6,440,(31 : -111*s - 16 : 1),1.30018089953717033715124794,0

1110l1,-4,(-13 : 15*s + 6 : 1),0.153785069642965124353986898,0

1110m1,1,(16 : 37 : 1),0.0191397373282439918844431997,0

1110n1,-47,(16 : -540*s - 8 : 1),1.25432109436591307392731965,0

1110n2,NA,NA,E1,NA

1110o1,-4,(1/2*(s + 2) : 1 : 1),0.402698642956936704386882590,0

1110o2,12,(s + 6 : 1/2*(7*s + 12) : 1),0.308815312658432524998163095,0

