CremonaReference,Discriminant,Point,Height,Provable
784a1,-4,(2 : -7/2*s : 1),0.0715412282921065469240024229,1

784b1,28,(-7/2*s : 49 : 1),0.0970038129053428959631670275,0

784c1,56,(0 : 7/2*s : 1),0.696738583477710150374948428,0

784c2,21,(7 : 14*s : 1),0.568914384812211251036927935,0

784c3,-35,(-7 : -28*s : 1),0.778286092896905556892190795,0

784c4,40,(21 : -98*s : 1),1.11525214611961387832604276,0

784d1,28,(-16 : -49/2*s : 1),0.0715412282921065469240024229,0

784e1,-7,(-2 : -14*s : 1),0.239919898725202576011639771,0

784e2,-7,(-16 : 28*s : 1),0.119959949362601288005819885,0

784f1,-4,(-1 : 1/2*s : 1),0.129582864557548788459875914,1

784g1,28,(-2 : 7/2*s : 1),0.0860354509665789301957216613,0

784g2,812,(40 : 7/2*s : 1),0.621127546524368495119721196,0

784h1,8,(s + 1 : 3*s - 4 : 1),0.341578100563395489001983219,0

784h2,56,(s + 21 : 7*s + 56 : 1),0.215790523945319697996446236,0

784h3,-7,(-7 : -56*s : 1),0.431581047890639395992892473,0

784h4,-532,(-35 : -42*s : 1),1.29376606278989644909999177,0

784i1,-4,(0 : 1/2*s : 1),0.0860354509665789301957216613,1

784i2,-4,(-7 : 1/2*s : 1),0.258106352899736790587164982,0

784j1,1,(-12 : -98 : 1),0.389689685223846565011731915,0

784j2,1,(44 : -98 : 1),0.779379370447693130023463830,0

784j3,-308,(-26 : -28*s : 1),0.631289801746543276350434991,0

784j4,-119,(-12 : 98*s : 1),0.843987537795087514745145215,0

784j5,-308,(-26 : 224*s : 1),0.210429933915514425450144997,0

784j6,-52,(-26 : 4704*s : 1),2.05090963348220884959706678,0

