CremonaReference,Discriminant,Point,Height,Provable
192a1,8,(-s + 2 : 1/2*(3*s - 8) : 1),0.337900933603020833073453018,1

192a2,8,(-s + 1 : 4 : 1),0.168950466801510416536726509,0

192a3,8,(-2*s + 13 : -12*s + 32 : 1),0.337900933603020833073453018,0

192a4,1,(1 : 8 : 1),0.337900933603020833073453018,0

192b1,-4,(1/2*(s + 2) : -s : 1),0.337900933603020833073453018,1

192b2,-15,(-s : -2*s - 6 : 1),0.482120641517430827764414900,0

192b3,-15,(3 : -8*s : 1),0.667745320619432703463216917,0

192b4,-4,(-1 : 4*s : 1),0.337900933603020833073453018,0

192c1,12,(0 : -1/2*s : 1),0.539636932338589557218451683,1

192c2,12,(-s + 1 : -2*s : 1),0.269818466169294778609225841,0

192c3,-7,(-3*s - 4 : -6*s - 30 : 1),0.516243809198831110028431360,0

192c4,12,(s + 13 : 6*s + 24 : 1),0.539636932338589557218451683,0

192c5,-40,(-13 : 12*s : 1),0.374241721443890546762224473,0

192c6,-23,(3*s - 12 : -6*s - 66 : 1),0.475127415522823801704815371,0

192d1,-3,(0 : -s : 1),0.539636932338589557218451683,1

192d2,28,(-s + 3 : 2*s - 8 : 1),0.517749172845488578079162288,0

192d3,120,(-2*s + 13 : -8*s + 88 : 1),0.416482586932932947496208322,0

192d4,17,(3*s + 16 : -18*s - 66 : 1),0.614042148926956875306672831,0

192d5,40,(13 : -12*s : 1),0.374241721443890546762224473,0

192d6,40,(-2*s + 13 : -8*s + 88 : 1),0.374241721443890546762224472,0

