CremonaReference,Discriminant,Point,Height,Provable
816a1,1,(0 : 12 : 1),0.304718385257943612363796169,0

816a2,-4,(6*s - 4 : -6*s + 48 : 1),0.152359192628971806181898084,0

816b1,13,(3*s + 7 : -9*s - 33 : 1),0.638167590766820289020084989,0

816b2,-8,(-2*s - 2 : -4*s - 22 : 1),0.548143359837447470534058957,0

816b3,13,(-4*s : 16*s + 68 : 1),0.638167590766820289020084988,0

816b4,-8,(4*s - 4 : -12*s - 36 : 1),0.573444107436072482654281233,0

816c1,-4,(-7 : 9*s : 1),0.0358375941080039303261088718,0

816d1,12,(3 : 17*s : 1),0.124696278580674341166165280,0

816e1,-52,(-28 : -12*s : 1),0.309246076230378692244204531,0

816e2,-40,(28 : -72*s : 1),0.771635851685409213293451578,0

816e3,76,(-28 : 96*s : 1),0.786968286030694128256149753,0

816e4,44,(-20 : -204*s : 1),0.202560571482509284115647821,0

816f1,12,(7 : 6*s : 1),0.112889738501639571582996726,0

816f2,24,(5 : 17*s : 1),0.485967363250954831028751285,0

816g1,12,(-1 : -s : 1),0.0782600212490389631490275185,0

816h1,28,(-4*s + 8 : -4*s + 40 : 1),0.458576674880674239141040046,0

816h2,76,(2*s - 8 : -8*s + 164 : 1),0.668613991070550337252358507,0

816h3,140,(12 : 102*s : 1),0.456842079446330806172546305,0

816h4,44,(-4 : -54*s : 1),0.375328204484253492878758572,0

816h5,497,(24 : -456*s : 1),3.94636518963428470253171719,0

816h6,76,(2*s + 20 : 138*s - 180 : 1),0.645526218953697223484527488,0

816i1,1,(-1 : -162 : 1),0.0677461892485066413130546723,0

816j1,-4,(2 : 6*s : 1),0.143253892940880071476274413,0

816j2,-4,(-6*s + 6 : -24*s + 12 : 1),0.0716269464704400357381372066,0

