CremonaReference,Discriminant,Point,Height,Provable
630a1,60,(s - 2 : -2*s + 11 : 1),0.539022997627029845755783291,0

630a2,8,(5/2*s : 1/2*(-5*s + 50) : 1),0.420469904643195238232630730,0

630a3,-7,(0 : 20*s : 1),0.431123220234576806662245645,0

630a4,-159,(-3*s + 10 : 1/2*(39*s + 71) : 1),0.707263623231550679991064165,0

630b1,69,(4 : -42*s - 2 : 1),0.780945715840961481202587893,0

630b2,5,(-18 : -245*s + 9 : 1),0.133321062772267864074186118,0

630c1,21,(18 : 27*s - 9 : 1),0.621045073666088502878543599,0

630c2,-111,(1/2*(9*s - 87) : 18*s - 660 : 1),0.365492676039002381714726090,0

630c3,-111,(-33 : 1/2*(-729*s + 33) : 1),0.730985352078004763429452180,0

630c4,57,(-15 : 1/2*(735*s + 15) : 1),1.09985558038693272600969767,0

630c5,412,(60 : -945*s - 30 : 1),1.66525470088123161609076014,0

630c6,17,(18 : -1125*s - 9 : 1),0.721009056155005422207750496,0

630c7,NA,NA,E1,NA

630c8,776,(5/4 : 1/16*(12005*s - 10) : 1),1.64042096187034880831887802,0

630d1,-3,(-3*s - 1 : -3*s + 23 : 1),0.155914135628231476478595377,0

630d2,21,(3*s - 7 : -15*s + 35 : 1),0.0779570678141157382392976890,0

630d3,1,(-34 : -46 : 1),0.155914135628231476478595378,0

630d4,28,(5*s + 28 : -60*s + 266 : 1),0.155914135628231476478595378,0

630d5,NA,NA,E1,NA

630d6,273,(35 : 1/2*(45*s - 35) : 1),0.548539009116451749010278788,0

630e1,5,(3*s + 7 : 12*s + 19 : 1),0.113129074914726350529381771,0

630e2,1,(16 : 37 : 1),0.226258149829452701058763541,0

630e3,-56,(1/2*(-5*s - 36) : -131 : 1),0.113129074914726350529381771,0

630e4,40,(1/2*(-7*s + 12) : 1/2*(49*s + 274) :  1),0.113129074914726350529381771,0


630f1,-15,(1/2*(9*s + 3) : 18*s - 75 : 1),0.457392279144492172156625017,0

630f2,-95,(1/2*(3*s - 63) : -3*s + 162 : 1),0.591553322106321494252501960,0

630f3,345,(21 : 1/2*(-105*s - 21) : 1),0.957212022192527694113317195,0

630f4,-71,(-21 : 1/2*(-441*s + 21) : 1),1.93265889587849013319472424,0

630f5,-39,(27 : 1/2*(135*s - 27) : 1),0.396831944871015526142714579,0

630f6,156,(9/2 : 1/8*(735*s - 18) : 1),0.636273197762549539824455438,0

630f7,-164,(12 : 1/2*(-315*s - 12) : 1),1.15977408026186842891116787,0

630f8,204,(36 : 1/2*(-315*s - 36) : 1),0.735928569258295750921195182,0

630g1,-23,(-11 : 378*s + 5 : 1),0.780945715840961481202587893,0

630g2,-372,(-37/2 : 1/8*(-1029*s + 70) : 1),1.18751421348311758130352650,0

630h1,24,(1/2*(s + 6) : 1/2*(s - 16) : 1),0.413279669879312798464727934,0

630h2,21,(s : 4*s + 10 : 1),0.215561610117288403331122823,0

630h3,-20,(-13 : 7*s + 6 : 1),0.539022997627029845755783291,0

630h4,-24,(19 : 1/2*(63*s - 20) : 1),0.420469904643195238232630731,0

630i1,-7,(3 : 135*s - 2 : 1),0.453901734259740671098248440,0

630i2,-371,(-3*s - 21 : 1/2*(39*s + 1217) : 1),0.810480520846146173714155617,0

630i3,345,(3*s + 48 : 30*s - 182 : 1),0.689441947699953487318914712,0

630i4,357,(63 : 45*s - 32 : 1),0.743005293607925041326921565,0

630i5,-840,(-3 : -27*s + 1 : 1),1.75009047306830372457467509,0

630i6,561,(-9 : -252*s + 4 : 1),1.06622113507117033706975581,0

630i7,NA,NA,E1,NA

630i8,645,(42 : 1/2*(-441*s - 43) : 1),1.00381007796971106163640791,0

630j1,28,(1/2*(-s + 8) : -s + 1 : 1),0.378027155718605623685833889,0

630j2,-3,(-13 : 15*s + 6 : 1),0.266323290477872280963733727,0

630j3,-20,(-13 : 1/2*(81*s + 12) : 1),0.633832160933445398790666152,0

630j4,-4,(11 : 1/2*(-45*s - 12) : 1),0.490708629217048478282258151,0

