CremonaReference,Discriminant,Point,Height,Provable
392a1,-7,(1/8*(7*s + 21) : 1/16*(147*s + 49) :  1),0.472989750725330197086748457,0


392a2,-40,(s - 17 : s - 52 : 1),0.557626073059806939163021380,0

392a3,-40,(-21 : 98*s : 1),1.11525214611961387832604276,0

392a4,140,(7 : -14*s : 1),0.778286092896905556892190795,0

392b1,-7,(-12 : 7*s : 1),0.643871054628958922316021806,0

392c1,1,(-2 : 7 : 1),0.0715412282921065469240024229,0

392d1,28,(2 : 7*s : 1),0.239919898725202576011639771,0

392d2,28,(16 : 14*s : 1),0.119959949362601288005819885,0

392e1,-7,(-7 : 7*s : 1),0.129582864557548788459875914,0

392f1,28,(-1/2*s : 1/2*s : 1),0.0970038129053428959631670275,1

