CremonaReference,Discriminant,Point,Height,Provable
2770a1,5,(-4 : -s + 2 : 1),0.502189422374700294989322568,0

2770a2,-19,(-2*s + 6 : -7*s + 10 : 1),0.414588406416125066418531056,0

2770b1,-55,(-2*s - 2 : -34 : 1),0.481797799515142267733462063,0

2770b2,-55,(-s - 25 : -5*s - 11 : 1),0.905733185487660362367268203,0

2770b3,NA,NA,E1,NA

2770c1,5,(1 : -s - 1 : 1),0.258617317626545560432350539,0

2770d1,85,(11 : 1/2*(s - 11) : 1),0.689564015963827377232443201,0

2770d2,-40,(1/4*(5*s + 22) : 1/8*(-25*s + 328) :  1),0.803335889045995826028382982,0


2770e1,1,(-3 : 11 : 1),0.126256272998300948080666931,0

2770f1,NA,NA,E1,NA

2770g1,1,(13 : 18 : 1),0.199384049629174760444712852,0

2770h1,1,(-6 : 23 : 1),0.0605002560665894365625044046,0

