CremonaReference,Discriminant,Point,Height,Provable
168a1,8,(-s + 1 : -s + 3 : 1),0.516548486371977239319901093,0

168a2,8,(3*s + 6 : 9*s + 30 : 1),0.258274243185988619659950547,0

168a3,12,(-s + 10 : 5*s - 18 : 1),0.172038580410603195059177903,0

168a4,8,(-2*s + 8 : 8*s - 36 : 1),0.516548486371977239319901093,0

168b1,8,(1/2*(-3*s + 2) : -3*s + 3 : 1),0.0725521051479974875218046580,0

168b2,8,(-3*s : 9*s + 30 : 1),0.145104210295994975043609316,0

168b3,8,(-10 : -18*s : 1),0.290208420591989950087218632,0

168b4,152,(-3*s : -18*s - 222 : 1),0.795890225699256195373517865,0

