CremonaReference,Discriminant,Point,Height,Provable
2277a1,93,(-1 : 1/2*(-27*s + 1) : 1),0.849213464633384753394787074,0

2277a2,21,(-1 : 1/2*(-297*s + 1) : 1),0.355605741747609059734539026,0

2277b1,13,(1/2*(11*s + 43) : -33*s - 195 : 1),0.833648748335358050306718620,0

2277b2,13,(1/2*(-11*s - 11) : 1/2*(-55*s - 517) :  1),0.416824374167679025153359310,0


2277b3,-312,(24 : 1/2*(99*s - 24) : 1),1.12533761862224940834072834,0

2277b4,840,(12 : -69*s - 6 : 1),1.66026032513030837957654829,0

2277b5,NA,NA,E1,NA

2277b6,-803,(1/2*(5*s + 127) : -39*s + 1422 : 1),1.76828061008184616205985466,0

