CremonaReference,Discriminant,Point,Height,Provable
800a1,-4,(1/2*(-s - 4) : 1/2*(s + 14) : 1),0.474870543132948897526801377,0

800a2,-120,(5 : -5*s : 1),0.444312937419809619897093667,0

800a3,5,(-5*s : 15*s + 25 : 1),0.237435271566474448763400689,0

800a4,-4,(2*s - 2 : 8*s + 12 : 1),0.474870543132948897526801377,0

800b1,5,(s + 3 : -3*s - 5 : 1),0.128712530388201052709129796,1

800c1,40,(1/2*(-5*s + 16) : 1/2*(-15*s + 100) :  1),0.321476858449147899614111609,0


800c2,-20,(3 : -10*s : 1),0.179346451977639862965374691,0

800d1,-20,(5 : -5*s : 1),0.635528714444549781146168192,0

800d2,-15,(-10 : -20*s : 1),0.512901470210168823272780294,0

800e1,-4,(8 : 25*s : 1),0.196377791331686676853714105,0

800f1,-20,(2 : -s : 1),0.196377791331686676853714105,1

800g1,5,(1/2*(-5*s + 19) : 1/2*(25*s - 25) : 1),0.358692903955279725930749383,0

800g2,5,(-3 : 20*s : 1),0.179346451977639862965374691,0

800h1,-4,(1/2*(-s + 4) : 1/2*(-3*s + 2) : 1),0.317764357222274890573084096,0

800h2,5,(4*s + 10 : -20*s - 40 : 1),0.317764357222274890573084096,0

800i1,5,(5*s + 17 : -25*s - 75 : 1),0.128712530388201052709129796,0

