CremonaReference,Discriminant,Point,Height,Provable
1701a1,21,(1/2*(3*s + 5) : 1/2*(3*s + 29) : 1),0.283243491992767650059427073,0

1701b1,-3,(-5 : 1/2*(-3*s + 5) : 1),0.343915917114630080965390265,0

1701c1,-3,(1/2*(s - 1) : -1 : 1),0.364761762624722022351276550,1

1701d1,1,(2 : -2 : 1),0.343915917114630080965390265,1

1701e1,5,(2 : 1/2*(-7*s - 1) : 1),0.323664140049294069292701885,0

1701f1,-15,(-6 : 1/2*(21*s - 1) : 1),0.323664140049294069292701885,0

1701g1,-8,(-10 : 1/2*(7*s + 10) : 1),0.538699084626384224680067869,0

1701h1,33,(-11 : -63*s + 5 : 1),0.763891618391110311744559055,0

1701i1,-3,(9 : 1/2*(63*s - 1) : 1),0.266308045233013067197348876,0

1701j1,1,(-3 : -11 : 1),0.266308045233013067197348876,0

